Move ID,Move Name,Move Effect,Power,Accuracy,PP,Type,Damage Class
745,snipe-shot,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field.",80,100,15,water,special
746,jaw-lock,"Inflicts regular damage, then (if successful) sets leech seed on the target.",80,100,10,dark,physical
747,stuff-cheeks,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party.",,,10,normal,status
748,no-retreat,"Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch.",,,5,fighting,status
749,tar-shot,Effect data not available.,,100,15,rock,status
750,magic-powder,Effect data not available.,,100,20,psychic,status
751,dragon-darts,Effect data not available.,50,100,10,dragon,physical
752,teatime,Effect data not available.,,,10,normal,status
753,octolock,Effect data not available.,,100,15,fighting,status
754,bolt-beak,Effect data not available.,85,100,10,electric,physical
755,fishious-rend,Effect data not available.,85,100,10,water,physical
756,court-change,Effect data not available.,,100,10,normal,status
757,max-flare,Inflicts regular damage.,100,,10,fire,physical
758,max-flutterby,Inflicts regular damage.,10,,10,bug,physical
759,max-lightning,Inflicts regular damage.,10,,10,electric,physical
760,max-strike,Inflicts regular damage.,10,,10,normal,physical
761,max-knuckle,Inflicts regular damage.,10,,10,fighting,physical
762,max-phantasm,Inflicts regular damage.,10,,10,ghost,physical
763,max-hailstorm,Inflicts regular damage.,10,,10,ice,physical
764,max-ooze,Inflicts regular damage.,10,,10,poison,physical
765,max-geyser,Inflicts regular damage.,10,,10,water,physical
766,max-airstream,Inflicts regular damage.,10,,10,flying,physical
767,max-starfall,Inflicts regular damage.,10,,10,fairy,physical
768,max-wyrmwind,Inflicts regular damage.,10,,10,dragon,physical
769,max-mindstorm,Inflicts regular damage.,10,,10,psychic,physical
770,max-rockfall,Inflicts regular damage.,10,,10,rock,physical
771,max-quake,Inflicts regular damage.,10,,10,ground,physical
772,max-darkness,Inflicts regular damage.,10,,10,dark,physical
773,max-overgrowth,Inflicts regular damage.,10,,10,grass,physical
774,max-steelspike,Inflicts regular damage.,10,,10,steel,physical
775,clangorous-soul,Effect data not available.,,100,5,dragon,status
776,body-press,Effect data not available.,80,100,10,fighting,physical
777,decorate,Effect data not available.,,,15,fairy,status
778,drum-beating,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,80,100,10,grass,physical
779,snap-trap,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",35,100,15,grass,physical
780,pyro-ball,Inflicts regular damage.  Has a 10% chance to burn the target.,120,90,5,fire,physical
781,behemoth-blade,Effect data not available.,100,100,5,steel,physical
782,behemoth-bash,Effect data not available.,100,100,5,steel,physical
783,aura-wheel,Effect data not available.,110,100,10,electric,physical
784,breaking-swipe,Inflicts regular damage.  Lowers the target's Attack by one stage.,60,100,15,dragon,physical
785,branch-poke,Inflicts regular damage.,40,100,40,grass,physical
786,overdrive,Effect data not available.,80,100,10,electric,special
787,apple-acid,Effect data not available.,80,100,10,grass,special
788,grav-apple,Inflicts regular damage.  Lowers the target's Defense by one stage.,80,100,10,grass,physical
789,spirit-break,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,75,100,15,fairy,physical
790,strange-steam,Inflicts regular damage.  Has a 20% chance to confuse the target.,90,95,10,fairy,special
791,life-dew,Effect data not available.,,,10,water,status
792,obstruct,Effect data not available.,,100,10,dark,status
793,false-surrender,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,80,,10,dark,physical
794,meteor-assault,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,100,5,fighting,physical
795,eternabeam,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",160,90,5,dragon,special
796,steel-beam,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",140,95,5,steel,special
797,expanding-force,Inflicts regular damage.,80,100,10,psychic,special
798,steel-roller,Inflicts regular damage.,130,100,5,steel,physical
799,scale-shot,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit.",25,90,20,dragon,physical
800,meteor-beam,Inflicts regular damage.,120,90,10,rock,special
801,shell-side-arm,Inflicts regular damage.,90,100,10,poison,special
802,misty-explosion,Inflicts regular damage.,100,100,5,fairy,special
803,grassy-glide,Inflicts regular damage.,55,100,20,grass,physical
804,rising-voltage,Inflicts regular damage.,70,100,20,electric,special
805,terrain-pulse,Inflicts regular damage.,50,100,10,normal,special
806,skitter-smack,Inflicts regular damage.,70,90,10,bug,physical
807,burning-jealousy,Inflicts regular damage.,70,100,5,fire,special
808,lash-out,Inflicts regular damage.,75,100,5,dark,physical
809,poltergeist,Inflicts regular damage.,110,90,5,ghost,physical
810,corrosive-gas,Inflicts regular damage.,,100,40,poison,status
811,coaching,Inflicts regular damage.,,,10,fighting,status
812,flip-turn,Inflicts regular damage.,60,100,20,water,physical
813,triple-axel,Inflicts regular damage.,20,90,10,ice,physical
814,dual-wingbeat,Inflicts regular damage.,40,90,10,flying,physical
815,scorching-sands,Inflicts regular damage.,70,100,10,ground,special
816,jungle-healing,Inflicts regular damage.,,,10,grass,status
817,wicked-blow,Inflicts regular damage.,75,100,5,dark,physical
818,surging-strikes,Inflicts regular damage.,25,100,5,water,physical
819,thunder-cage,Inflicts regular damage.,80,90,15,electric,special
820,dragon-energy,Inflicts regular damage.,150,100,5,dragon,special
821,freezing-glare,Inflicts regular damage.,90,100,10,psychic,special
822,fiery-wrath,Inflicts regular damage.,90,100,10,dark,special
823,thunderous-kick,Inflicts regular damage.,90,100,10,fighting,physical
824,glacial-lance,Inflicts regular damage.,120,100,5,ice,physical
825,astral-barrage,Inflicts regular damage.,120,100,5,ghost,special
826,eerie-spell,Inflicts regular damage.,80,100,5,psychic,special
827,dire-claw,Effect data not available.,80,100,15,poison,physical
828,psyshield-bash,Effect data not available.,70,90,10,psychic,physical
829,power-shift,Effect data not available.,0,,10,normal,status
830,stone-axe,Effect data not available.,65,90,15,rock,physical
831,springtide-storm,Effect data not available.,100,80,5,fairy,special
832,mystical-power,Effect data not available.,70,90,10,psychic,special
833,raging-fury,Effect data not available.,120,100,10,fire,physical
834,wave-crash,Effect data not available.,120,100,10,water,physical
835,chloroblast,Effect data not available.,150,95,5,grass,special
836,mountain-gale,Effect data not available.,100,85,10,ice,physical
837,victory-dance,Effect data not available.,0,,10,fighting,status
838,headlong-rush,Effect data not available.,120,100,5,ground,physical
839,barb-barrage,Effect data not available.,60,100,10,poison,physical
840,esper-wing,Effect data not available.,80,100,10,psychic,special
841,bitter-malice,Effect data not available.,75,100,10,ghost,special
842,shelter,Effect data not available.,0,,10,steel,status
843,triple-arrows,Effect data not available.,90,100,10,fighting,physical
844,infernal-parade,Effect data not available.,60,100,15,ghost,special
845,ceaseless-edge,Effect data not available.,65,90,15,dark,physical
846,bleakwind-storm,Effect data not available.,100,80,10,flying,special
847,wildbolt-storm,Effect data not available.,100,80,10,electric,special
848,sandsear-storm,Effect data not available.,100,80,10,ground,special
849,lunar-blessing,Effect data not available.,0,,5,psychic,status
850,take-heart,Effect data not available.,0,,10,psychic,status
851,tera-blast,Effect data not available.,80,100,10,normal,special
852,silk-trap,Effect data not available.,0,,10,bug,status
853,axe-kick,Effect data not available.,120,90,10,fighting,physical
854,last-respects,Effect data not available.,50,100,10,ghost,physical
855,lumina-crash,Effect data not available.,80,100,10,psychic,special
856,order-up,Effect data not available.,80,100,10,dragon,physical
857,jet-punch,Effect data not available.,60,100,15,water,physical
858,spicy-extract,Effect data not available.,0,,15,grass,status
859,spin-out,Effect data not available.,100,100,5,steel,physical
860,population-bomb,Effect data not available.,20,90,10,normal,physical
861,ice-spinner,Effect data not available.,80,100,15,ice,physical
862,glaive-rush,Effect data not available.,120,100,5,dragon,physical
863,revival-blessing,Effect data not available.,0,,1,normal,status
864,salt-cure,Effect data not available.,40,100,15,rock,physical
865,triple-dive,Effect data not available.,30,95,10,water,physical
866,mortal-spin,Effect data not available.,30,100,15,poison,physical
867,doodle,Effect data not available.,0,100,10,normal,status
868,fillet-away,Effect data not available.,0,,10,normal,status
869,kowtow-cleave,Effect data not available.,85,,10,dark,physical
870,flower-trick,Effect data not available.,70,,10,grass,physical
871,torch-song,Effect data not available.,80,100,10,fire,special
872,aqua-step,Effect data not available.,80,100,10,water,physical
873,raging-bull,Effect data not available.,90,100,10,normal,physical
874,make-it-rain,Effect data not available.,120,100,5,steel,special
875,psyblade,Effect data not available.,80,100,15,psychic,physical
876,hydro-steam,Effect data not available.,80,100,15,water,special
877,ruination,Effect data not available.,1,90,10,dark,special
878,collision-course,Effect data not available.,100,100,5,fighting,physical
879,electro-drift,Effect data not available.,100,100,5,electric,special
880,shed-tail,Effect data not available.,0,,10,normal,status
881,chilly-reception,Effect data not available.,0,,10,ice,status
882,tidy-up,Effect data not available.,0,,10,normal,status
883,snowscape,Effect data not available.,0,,10,ice,status
884,pounce,Effect data not available.,50,100,20,bug,physical
885,trailblaze,Effect data not available.,50,100,20,grass,physical
886,chilling-water,Effect data not available.,50,100,20,water,special
887,hyper-drill,Effect data not available.,100,100,5,normal,physical
888,twin-beam,Effect data not available.,40,100,10,psychic,special
889,rage-fist,Effect data not available.,50,100,10,ghost,physical
890,armor-cannon,Effect data not available.,120,100,5,fire,special
891,bitter-blade,Effect data not available.,90,100,10,fire,physical
892,double-shock,Effect data not available.,120,100,5,electric,physical
893,gigaton-hammer,Effect data not available.,160,100,5,steel,physical
894,comeuppance,Effect data not available.,1,100,10,dark,physical
895,aqua-cutter,Effect data not available.,70,100,20,water,physical
896,blazing-torque,Effect data not available.,80,100,10,fire,physical
897,wicked-torque,Effect data not available.,80,100,10,dark,physical
898,noxious-torque,Effect data not available.,100,100,10,poison,physical
899,combat-torque,Effect data not available.,100,100,10,fighting,physical
900,magical-torque,Effect data not available.,100,100,10,fairy,physical
901,blood-moon,Effect data not available.,140,100,5,normal,special
902,matcha-gotcha,Effect data not available.,80,90,15,grass,special
903,syrup-bomb,Effect data not available.,60,85,10,grass,special
904,ivy-cudgel,Effect data not available.,100,100,10,grass,physical
905,electro-shot,Effect data not available.,130,100,10,electric,special
906,tera-starstorm,Effect data not available.,120,100,5,normal,special
907,fickle-beam,Effect data not available.,80,100,5,dragon,special
908,burning-bulwark,Effect data not available.,0,0,10,fire,status
909,thunderclap,Effect data not available.,70,100,5,electric,special
910,mighty-cleave,Effect data not available.,95,100,5,rock,physical
911,tachyon-cutter,Effect data not available.,50,0,10,steel,special
912,hard-press,Effect data not available.,0,100,10,steel,physical
913,dragon-cheer,Effect data not available.,0,0,15,dragon,status
914,alluring-voice,Effect data not available.,80,100,10,fairy,special
915,temper-flare,Effect data not available.,75,100,10,fire,physical
916,supercell-slam,Effect data not available.,100,95,15,electric,physical
917,psychic-noise,Effect data not available.,75,100,10,psychic,special
918,upper-hand,Effect data not available.,65,100,15,fighting,physical
919,malignant-chain,Effect data not available.,100,100,5,poison,special
10001,shadow-rush,Inflicts regular damage.  User's critical hit rate is one level higher when using this move while in hyper mode.,55,100,,shadow,physical
10002,shadow-blast,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,80,100,,shadow,physical
10003,shadow-blitz,Inflicts regular damage.,40,100,,shadow,physical
10004,shadow-bolt,Inflicts regular damage.  Has a 10% chance to paralyze the target.,75,100,,shadow,special
10005,shadow-break,Inflicts regular damage.,75,100,,shadow,physical
10006,shadow-chill,Inflicts regular damage.  Has a 10% chance to freeze the target.,75,100,,shadow,special
10007,shadow-end,Inflicts regular damage.  User takes 1/2 of its current HP in recoil.,120,60,,shadow,physical
10008,shadow-fire,Inflicts regular damage.  Has a 10% chance to burn the target.,75,100,,shadow,special
10009,shadow-rave,Inflicts regular damage.,70,100,,shadow,special
10010,shadow-storm,Inflicts regular damage.,95,100,,shadow,special
10011,shadow-wave,Inflicts regular damage.,50,100,,shadow,special
10012,shadow-down,Lowers the target's Defense by two stages.,,100,,shadow,status
10013,shadow-half,"Halves HP of all Pokémon on the field.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,100,,shadow,special
10014,shadow-hold,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",,,,shadow,status
10015,shadow-mist,Lowers the target's evasion by two stages.,,100,,shadow,status
10016,shadow-panic,Confuses the target.,,90,,shadow,status
10017,shadow-shed,"Removes the effects of light screen, reflect, and safeguard.",,,,shadow,status
10018,shadow-sky,Changes the weather to Shadow Sky for five turns.  Pokémon other than shadow Pokémon take 1/16 their max HP at the end of every turn.  This move is typeless for the purposes of weather ball.,,,,shadow,status
